name,v_nom,x,y,wkt_srid_4326,frequency,ref,operator,osm_name,voltage,typ
315_220kV,220.0,10.8408695619,48.2380310092,SRID=4326;POINT(10.8408695619217 48.2380310092335),50,173A,Lech-Elektrizitätswerke,Umspannwerk Oberottmarshausen,380000;220000;110000,substation
317_220kV,220.0,10.873935757,47.2444239286,SRID=4326;POINT(10.8739357569814 47.2444239286028),50,,Austrian Power Grid AG,APG Umspannwerk Westtirol,380000;220000;110000,substation
322_220kV,220.0,7.75186249821,48.0964057189,SRID=4326;POINT(7.75186249820802 48.0964057188536),50,,EnBW,220-kV-Umspannwerk Eichstetten,220000;110000,substation
332_220kV,220.0,13.1034346393,48.6667929606,SRID=4326;POINT(13.1034346393158 48.6667929606034),50,PT,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Pleinting,380000;220000;110000,substation
334_220kV,220.0,11.1937277954,50.1622144406,SRID=4326;POINT(11.193727795361 50.1622144406172),,RED,,Umspannwerk Redwitz,380000;110000,substation
336_220kV,220.0,11.8107025454,50.1837655261,SRID=4326;POINT(11.8107025453557 50.1837655260691),50,MH,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Mechlenreuth,380000;220000;110000,substation
338_220kV,220.0,12.0822544457,49.2974477669,SRID=4326;POINT(12.0822544456506 49.2974477669261),50,SD,"TenneT TSO GmbH, E.ON Netz GmbH",Schwandorf,380000;220000;110000,substation
351_220kV,220.0,11.5077305511,48.7611239877,SRID=4326;POINT(11.5077305510922 48.7611239877457),50,IN,,Ingolstadt,380000;220000;110000,substation
353_220kV,220.0,11.5813705216,48.7648940509,SRID=4326;POINT(11.5813705216127 48.7648940508515),50,IRS,,Irsching,380000;220000;110000,substation
360_220kV,220.0,6.77320783778,49.2910742104,SRID=4326;POINT(6.77320783777607 49.2910742103854),50,,,Umspannanlage Ensdorf,380000;220000;110000,substation
362_220kV,220.0,8.04936352422,47.5508818535,SRID=4326;POINT(8.04936352422006 47.550881853478),50,,,Laufenburg,380000;220000,substation
382_220kV,220.0,10.160291269,49.9891947838,SRID=4326;POINT(10.1602912689993 49.9891947837947),50,BRF,TenneT TSO GmbH,Umspannwerk Bergrheinfeld,380000;220000;110000,substation
384_220kV,220.0,10.843117799,49.3786926858,SRID=4326;POINT(10.8431177989998 49.3786926858391),50,RAI,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Raitersaich,380000;220000;110000,substation
385_220kV,220.0,9.09051754869,49.9700413736,SRID=4326;POINT(9.09051754868887 49.9700413735997),50,AS,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Aschaffenburg,380000;220000;110000,substation
391_220kV,220.0,8.95464412134,50.0860157333,SRID=4326;POINT(8.95464412133747 50.0860157333265),50,,,Kraftwerkseinspeisung Staudinger,220000;110000,substation
403_220kV,220.0,8.25885994833,47.6342116214,SRID=4326;POINT(8.25885994832776 47.6342116213731),50,,Amprion,Tiengen,380000;220000;110000,substation
404_220kV,220.0,8.23209442034,47.5561434831,SRID=4326;POINT(8.23209442033504 47.5561434831307),,,,Betznau,380000;220000,substation
413_220kV,220.0,8.67371728898,49.2904393851,SRID=4326;POINT(8.67371728898445 49.2904393851271),50,,EnBW,Umspannwerk Wiesloch,380000;220000;110000,substation
421_220kV,220.0,9.09183529743,49.2946188662,SRID=4326;POINT(9.09183529743294 49.2946188662059),50,,,Umspannwerk Hüffenhardt,380000;220000;110000,substation
450_220kV,220.0,7.41670791196,51.4570521583,SRID=4326;POINT(7.41670791195847 51.4570521583476),50,,RWE;DSW 21; AVU,Station Kruckel,380000;220000;110000,substation
458_220kV,220.0,7.41946378046,51.4575100936,SRID=4326;POINT(7.41946378046051 51.4575100936229),50,,Amprion,Haarstrang Ost,220000,auxillary_T_node
